Opção,Ano,Países,Quantidade(Kg.),Valor (US$)
Uvas passas,2023,Total,31.172.775,53.918.831
Uvas passas,2024,Afeganistão,-,-
Uvas passas,2024,África do Sul,311.500,885.384
Uvas passas,2024,"Alemanha, República Democrática",-,-
Uvas passas,2024,Arábia Saudita,-,-
Uvas passas,2024,Argentina,24.315.391,48.952.314
Uvas passas,2024,Austrália,-,-
Uvas passas,2024,Bélgica,-,-
Uvas passas,2024,Chile,1.167.678,2.255.454
Uvas passas,2024,China,183.000,295.638
Uvas passas,2024,China Continental,-,-
Uvas passas,2024,Cingapura,-,-
Uvas passas,2024,Costa Rica,-,-
Uvas passas,2024,Emirados,-,-
Uvas passas,2024,Egito,23.200,32.977
Uvas passas,2024,Espanha,-,-
Uvas passas,2024,Estados Unidos,6.538,50.133
Uvas passas,2024,França,-,-
Uvas passas,2024,Grécia,-,-
Uvas passas,2024,Guiana Britânica,-,-
Uvas passas,2024,Índia,1.314.498,1.822.893
Uvas passas,2024,Irã,1.253.000,3.400.302
Uvas passas,2024,Itália,-,-
Uvas passas,2024,Japão,-,-
Uvas passas,2024,México,100.000,183.960
Uvas passas,2024,Países Baixos,-,-
Uvas passas,2024,Paraguai,-,-
Uvas passas,2024,Peru,115.000,176.616
Uvas passas,2024,Portugal,-,-
Uvas passas,2024,Reino Unido,-,-
Uvas passas,2024,Suécia,-,-
Uvas passas,2024,Turquia,129.025,319.659
Uvas passas,2024,Uruguai,-,-
Uvas passas,2024,Uzbequistão,2.279.000,3.221.519
Uvas passas,2024,Venezuela,-,-
Uvas passas,2024,Não consta na tabela,-,-
Uvas passas,2024,Outros,-,-
Uvas passas,2024,Total,31.197.830,61.596.849
Suco de uva,1970,Africa do Sul,-,-
Suco de uva,1970,Alemanha,-,-
Suco de uva,1970,Argentina,-,-
Suco de uva,1970,Austria,-,-
Suco de uva,1970,Canadá,-,-
Suco de uva,1970,"Coreia do Sul, República",-,-
Suco de uva,1970,"Coreia do Norte, República",-,-
Suco de uva,1970,Chile,-,-
Suco de uva,1970,China,-,-
Suco de uva,1970,Dinamarca,-,-
Suco de uva,1970,Espanha,-,-
Suco de uva,1970,Estados Unidos,-,-
Suco de uva,1970,França,-,-
Suco de uva,1970,Guiana,-,-
Suco de uva,1970,Israel,-,-
Suco de uva,1970,itália,-,-
Suco de uva,1970,Japão,-,-
Suco de uva,1970,Líbano,-,-
Suco de uva,1970,México,-,-
Suco de uva,1970,Países Baixos,-,-
Suco de uva,1970,Panamá,-,-
Suco de uva,1970,Peru,-,-
Suco de uva,1970,Portugal,-,-
Suco de uva,1970,Reino Unido,-,-
Suco de uva,1970,Taiwan,-,-
Suco de uva,1970,Turquia,-,-
Suco de uva,1970,Uruguai,-,-
Suco de uva,1970,Venezuela,-,-
Suco de uva,1970,Outros,-,-
Suco de uva,1970,Total,0,0
Suco de uva,1971,Africa do Sul,-,-
Suco de uva,1971,Alemanha,-,-
Suco de uva,1971,Argentina,-,-
Suco de uva,1971,Austria,-,-
Suco de uva,1971,Canadá,-,-
Suco de uva,1971,"Coreia do Sul, República",-,-
Suco de uva,1971,"Coreia do Norte, República",-,-
Suco de uva,1971,Chile,-,-
Suco de uva,1971,China,-,-
Suco de uva,1971,Dinamarca,34,16
Suco de uva,1971,Espanha,-,-
Suco de uva,1971,Estados Unidos,210,777
Suco de uva,1971,França,81,48
Suco de uva,1971,Guiana,-,-
Suco de uva,1971,Israel,-,-
Suco de uva,1971,itália,-,-
Suco de uva,1971,Japão,-,-
Suco de uva,1971,Líbano,-,-
Suco de uva,1971,México,-,-
Suco de uva,1971,Países Baixos,-,-
Suco de uva,1971,Panamá,-,-
Suco de uva,1971,Peru,-,-
Suco de uva,1971,Portugal,160,109
Suco de uva,1971,Reino Unido,-,-
Suco de uva,1971,Taiwan,-,-
Suco de uva,1971,Turquia,-,-
Suco de uva,1971,Uruguai,-,-
Suco de uva,1971,Venezuela,-,-
Suco de uva,1971,Outros,-,-
Suco de uva,1971,Total,485,950
Suco de uva,1972,Africa do Sul,-,-
Suco de uva,1972,Alemanha,-,-
Suco de uva,1972,Argentina,-,-
Suco de uva,1972,Austria,-,-
Suco de uva,1972,Canadá,-,-
Suco de uva,1972,"Coreia do Sul, República",-,-
Suco de uva,1972,"Coreia do Norte, República",-,-
Suco de uva,1972,Chile,-,-
Suco de uva,1972,China,-,-
Suco de uva,1972,Dinamarca,20,8
Suco de uva,1972,Espanha,-,-
Suco de uva,1972,Estados Unidos,-,-
Suco de uva,1972,França,36,32
Suco de uva,1972,Guiana,-,-
Suco de uva,1972,Israel,-,-
Suco de uva,1972,itália,-,-
Suco de uva,1972,Japão,-,-
Suco de uva,1972,Líbano,-,-
Suco de uva,1972,México,-,-
Suco de uva,1972,Países Baixos,-,-
Suco de uva,1972,Panamá,-,-
Suco de uva,1972,Peru,-,-
Suco de uva,1972,Portugal,125,82
Suco de uva,1972,Reino Unido,458,189
Suco de uva,1972,Taiwan,-,-
Suco de uva,1972,Turquia,-,-
Suco de uva,1972,Uruguai,-,-
Suco de uva,1972,Venezuela,-,-
Suco de uva,1972,Outros,-,-
Suco de uva,1972,Total,639,311
Suco de uva,1973,Africa do Sul,-,-
Suco de uva,1973,Alemanha,-,-
Suco de uva,1973,Argentina,3.600,1.350
Suco de uva,1973,Austria,-,-
Suco de uva,1973,Canadá,-,-
Suco de uva,1973,"Coreia do Sul, República",-,-
Suco de uva,1973,"Coreia do Norte, República",-,-
Suco de uva,1973,Chile,-,-
Suco de uva,1973,China,-,-
Suco de uva,1973,Dinamarca,80,38
Suco de uva,1973,Espanha,-,-
Suco de uva,1973,Estados Unidos,7,7
Suco de uva,1973,França,27,36
Suco de uva,1973,Guiana,35,12
Suco de uva,1973,Israel,-,-
Suco de uva,1973,itália,-,-
Suco de uva,1973,Japão,-,-
Suco de uva,1973,Líbano,-,-
Suco de uva,1973,México,-,-
Suco de uva,1973,Países Baixos,-,-
Suco de uva,1973,Panamá,-,-
Suco de uva,1973,Peru,-,-
Suco de uva,1973,Portugal,1.402,732
Suco de uva,1973,Reino Unido,244,129
Suco de uva,1973,Taiwan,-,-
Suco de uva,1973,Turquia,-,-
Suco de uva,1973,Uruguai,-,-
Suco de uva,1973,Venezuela,127,185
Suco de uva,1973,Outros,-,-
Suco de uva,1973,Total,5.522,2.489
Suco de uva,1974,Africa do Sul,-,-
Suco de uva,1974,Alemanha,-,-
Suco de uva,1974,Argentina,10.200,3.500
Suco de uva,1974,Austria,-,-
Suco de uva,1974,Canadá,-,-
Suco de uva,1974,"Coreia do Sul, República",-,-
Suco de uva,1974,"Coreia do Norte, República",-,-
Suco de uva,1974,Chile,-,-
Suco de uva,1974,China,-,-
Suco de uva,1974,Dinamarca,-,-
Suco de uva,1974,Espanha,-,-
Suco de uva,1974,Estados Unidos,731,406
Suco de uva,1974,França,-,-
Suco de uva,1974,Guiana,-,-
Suco de uva,1974,Israel,18,8
Suco de uva,1974,itália,-,-
Suco de uva,1974,Japão,-,-
Suco de uva,1974,Líbano,-,-
Suco de uva,1974,México,-,-
Suco de uva,1974,Países Baixos,-,-
Suco de uva,1974,Panamá,-,-
Suco de uva,1974,Peru,-,-
Suco de uva,1974,Portugal,-,-
Suco de uva,1974,Reino Unido,-,-
Suco de uva,1974,Taiwan,-,-
Suco de uva,1974,Turquia,-,-
Suco de uva,1974,Uruguai,-,-
Suco de uva,1974,Venezuela,-,-
Suco de uva,1974,Outros,-,-
Suco de uva,1974,Total,10.949,3.914
Suco de uva,1975,Africa do Sul,-,-
Suco de uva,1975,Alemanha,5,1
Suco de uva,1975,Argentina,6,5
Suco de uva,1975,Austria,-,-
Suco de uva,1975,Canadá,-,-
Suco de uva,1975,"Coreia do Sul, República",-,-
Suco de uva,1975,"Coreia do Norte, República",-,-
Suco de uva,1975,Chile,-,-
Suco de uva,1975,China,-,-
Suco de uva,1975,Dinamarca,-,-
Suco de uva,1975,Espanha,-,-
Suco de uva,1975,Estados Unidos,3.364,859
Suco de uva,1975,França,-,-
Suco de uva,1975,Guiana,-,-
Suco de uva,1975,Israel,225,112
Suco de uva,1975,itália,-,-
Suco de uva,1975,Japão,-,-
Suco de uva,1975,Líbano,-,-
Suco de uva,1975,México,-,-
Suco de uva,1975,Países Baixos,-,-
Suco de uva,1975,Panamá,-,-
Suco de uva,1975,Peru,-,-
Suco de uva,1975,Portugal,-,-
Suco de uva,1975,Reino Unido,-,-
Suco de uva,1975,Taiwan,-,-
Suco de uva,1975,Turquia,-,-
Suco de uva,1975,Uruguai,-,-
Suco de uva,1975,Venezuela,-,-
Suco de uva,1975,Outros,-,-
Suco de uva,1975,Total,3.600,977
Suco de uva,1976,Africa do Sul,-,-
Suco de uva,1976,Alemanha,-,-
Suco de uva,1976,Argentina,-,-
Suco de uva,1976,Austria,-,-
Suco de uva,1976,Canadá,-,-
Suco de uva,1976,"Coreia do Sul, República",-,-
Suco de uva,1976,"Coreia do Norte, República",-,-
Suco de uva,1976,Chile,-,-
Suco de uva,1976,China,-,-
Suco de uva,1976,Dinamarca,-,-
Suco de uva,1976,Espanha,-,-
Suco de uva,1976,Estados Unidos,3.265,742
Suco de uva,1976,França,-,-
Suco de uva,1976,Guiana,-,-
Suco de uva,1976,Israel,405,225
Suco de uva,1976,itália,-,-
Suco de uva,1976,Japão,-,-
Suco de uva,1976,Líbano,-,-
Suco de uva,1976,México,-,-
Suco de uva,1976,Países Baixos,-,-
Suco de uva,1976,Panamá,-,-
Suco de uva,1976,Peru,-,-
Suco de uva,1976,Portugal,-,-
Suco de uva,1976,Reino Unido,-,-
Suco de uva,1976,Taiwan,-,-
Suco de uva,1976,Turquia,-,-
Suco de uva,1976,Uruguai,15.000,4.500
Suco de uva,1976,Venezuela,-,-
Suco de uva,1976,Outros,-,-
Suco de uva,1976,Total,18.670,5.467
Suco de uva,1977,Africa do Sul,-,-
Suco de uva,1977,Alemanha,-,-
Suco de uva,1977,Argentina,-,-
Suco de uva,1977,Austria,-,-
Suco de uva,1977,Canadá,-,-
Suco de uva,1977,"Coreia do Sul, República",-,-
Suco de uva,1977,"Coreia do Norte, República",-,-
Suco de uva,1977,Chile,-,-
Suco de uva,1977,China,-,-
Suco de uva,1977,Dinamarca,-,-
Suco de uva,1977,Espanha,-,-
Suco de uva,1977,Estados Unidos,-,-
Suco de uva,1977,França,-,-
Suco de uva,1977,Guiana,-,-
Suco de uva,1977,Israel,-,-
Suco de uva,1977,itália,-,-
Suco de uva,1977,Japão,-,-
Suco de uva,1977,Líbano,-,-
Suco de uva,1977,México,-,-
Suco de uva,1977,Países Baixos,-,-
Suco de uva,1977,Panamá,-,-
Suco de uva,1977,Peru,-,-
Suco de uva,1977,Portugal,-,-
Suco de uva,1977,Reino Unido,-,-
Suco de uva,1977,Taiwan,-,-
Suco de uva,1977,Turquia,-,-
Suco de uva,1977,Uruguai,-,-
Suco de uva,1977,Venezuela,-,-
Suco de uva,1977,Outros,-,-
Suco de uva,1977,Total,0,0
Suco de uva,1978,Africa do Sul,-,-
Suco de uva,1978,Alemanha,-,-
Suco de uva,1978,Argentina,2.790,2.850
Suco de uva,1978,Austria,-,-
Suco de uva,1978,Canadá,-,-
Suco de uva,1978,"Coreia do Sul, República",-,-
Suco de uva,1978,"Coreia do Norte, República",-,-
Suco de uva,1978,Chile,-,-
Suco de uva,1978,China,-,-
Suco de uva,1978,Dinamarca,-,-
Suco de uva,1978,Espanha,-,-
Suco de uva,1978,Estados Unidos,-,-
Suco de uva,1978,França,-,-
Suco de uva,1978,Guiana,-,-
Suco de uva,1978,Israel,-,-
Suco de uva,1978,itália,-,-
Suco de uva,1978,Japão,-,-
Suco de uva,1978,Líbano,-,-
Suco de uva,1978,México,-,-
Suco de uva,1978,Países Baixos,-,-
Suco de uva,1978,Panamá,-,-
Suco de uva,1978,Peru,-,-
Suco de uva,1978,Portugal,-,-
Suco de uva,1978,Reino Unido,-,-
Suco de uva,1978,Taiwan,-,-
Suco de uva,1978,Turquia,-,-
Suco de uva,1978,Uruguai,-,-
Suco de uva,1978,Venezuela,-,-
Suco de uva,1978,Outros,-,-
Suco de uva,1978,Total,2.790,2.850
Suco de uva,1979,Africa do Sul,-,-
Suco de uva,1979,Alemanha,-,-
Suco de uva,1979,Argentina,-,-
Suco de uva,1979,Austria,-,-
Suco de uva,1979,Canadá,-,-
Suco de uva,1979,"Coreia do Sul, República",-,-
Suco de uva,1979,"Coreia do Norte, República",-,-
Suco de uva,1979,Chile,-,-
Suco de uva,1979,China,-,-
Suco de uva,1979,Dinamarca,49,64
Suco de uva,1979,Espanha,-,-
Suco de uva,1979,Estados Unidos,-,-
Suco de uva,1979,França,-,-
Suco de uva,1979,Guiana,-,-
Suco de uva,1979,Israel,-,-
Suco de uva,1979,itália,-,-
Suco de uva,1979,Japão,-,-
Suco de uva,1979,Líbano,-,-
Suco de uva,1979,México,-,-
Suco de uva,1979,Países Baixos,-,-
Suco de uva,1979,Panamá,-,-
Suco de uva,1979,Peru,-,-
Suco de uva,1979,Portugal,-,-
Suco de uva,1979,Reino Unido,-,-
Suco de uva,1979,Taiwan,-,-
Suco de uva,1979,Turquia,-,-
Suco de uva,1979,Uruguai,-,-
Suco de uva,1979,Venezuela,-,-
Suco de uva,1979,Outros,-,-
Suco de uva,1979,Total,49,64
Suco de uva,1980,Africa do Sul,-,-
Suco de uva,1980,Alemanha,-,-
Suco de uva,1980,Argentina,-,-
Suco de uva,1980,Austria,-,-
Suco de uva,1980,Canadá,-,-
Suco de uva,1980,"Coreia do Sul, República",-,-
Suco de uva,1980,"Coreia do Norte, República",-,-
Suco de uva,1980,Chile,-,-
Suco de uva,1980,China,-,-
Suco de uva,1980,Dinamarca,-,-
Suco de uva,1980,Espanha,-,-
Suco de uva,1980,Estados Unidos,-,-
Suco de uva,1980,França,-,-
Suco de uva,1980,Guiana,-,-
Suco de uva,1980,Israel,-,-
Suco de uva,1980,itália,-,-
Suco de uva,1980,Japão,-,-
Suco de uva,1980,Líbano,-,-
Suco de uva,1980,México,-,-
Suco de uva,1980,Países Baixos,-,-
Suco de uva,1980,Panamá,-,-
Suco de uva,1980,Peru,-,-
Suco de uva,1980,Portugal,-,-
Suco de uva,1980,Reino Unido,-,-
Suco de uva,1980,Taiwan,-,-
Suco de uva,1980,Turquia,-,-
Suco de uva,1980,Uruguai,-,-
Suco de uva,1980,Venezuela,-,-
Suco de uva,1980,Outros,-,-
Suco de uva,1980,Total,0,0
Suco de uva,1981,Africa do Sul,-,-
Suco de uva,1981,Alemanha,-,-
Suco de uva,1981,Argentina,-,-
Suco de uva,1981,Austria,-,-
Suco de uva,1981,Canadá,-,-
Suco de uva,1981,"Coreia do Sul, República",-,-
Suco de uva,1981,"Coreia do Norte, República",-,-
Suco de uva,1981,Chile,-,-
Suco de uva,1981,China,-,-
Suco de uva,1981,Dinamarca,-,-
Suco de uva,1981,Espanha,-,-
Suco de uva,1981,Estados Unidos,-,-
Suco de uva,1981,França,-,-
Suco de uva,1981,Guiana,-,-
Suco de uva,1981,Israel,-,-
Suco de uva,1981,itália,-,-
Suco de uva,1981,Japão,-,-
Suco de uva,1981,Líbano,-,-
Suco de uva,1981,México,-,-
Suco de uva,1981,Países Baixos,-,-
Suco de uva,1981,Panamá,-,-
Suco de uva,1981,Peru,-,-
Suco de uva,1981,Portugal,-,-
Suco de uva,1981,Reino Unido,-,-
Suco de uva,1981,Taiwan,-,-
Suco de uva,1981,Turquia,-,-
Suco de uva,1981,Uruguai,-,-
Suco de uva,1981,Venezuela,-,-
Suco de uva,1981,Outros,-,-
Suco de uva,1981,Total,0,0
Suco de uva,1982,Africa do Sul,-,-
Suco de uva,1982,Alemanha,-,-
Suco de uva,1982,Argentina,-,-
Suco de uva,1982,Austria,-,-
Suco de uva,1982,Canadá,-,-
Suco de uva,1982,"Coreia do Sul, República",-,-
Suco de uva,1982,"Coreia do Norte, República",-,-
Suco de uva,1982,Chile,-,-
Suco de uva,1982,China,-,-
Suco de uva,1982,Dinamarca,-,-
Suco de uva,1982,Espanha,-,-
Suco de uva,1982,Estados Unidos,-,-
Suco de uva,1982,França,-,-
Suco de uva,1982,Guiana,-,-
Suco de uva,1982,Israel,-,-
Suco de uva,1982,itália,-,-
Suco de uva,1982,Japão,-,-
Suco de uva,1982,Líbano,-,-
Suco de uva,1982,México,-,-
Suco de uva,1982,Países Baixos,-,-
Suco de uva,1982,Panamá,48,99
Suco de uva,1982,Peru,-,-
Suco de uva,1982,Portugal,-,-
Suco de uva,1982,Reino Unido,-,-
Suco de uva,1982,Taiwan,-,-
Suco de uva,1982,Turquia,-,-
Suco de uva,1982,Uruguai,-,-
Suco de uva,1982,Venezuela,-,-
Suco de uva,1982,Outros,-,-
Suco de uva,1982,Total,48,99
Suco de uva,1983,Africa do Sul,-,-
Suco de uva,1983,Alemanha,-,-
Suco de uva,1983,Argentina,-,-
Suco de uva,1983,Austria,-,-
Suco de uva,1983,Canadá,-,-
Suco de uva,1983,"Coreia do Sul, República",-,-
Suco de uva,1983,"Coreia do Norte, República",-,-
Suco de uva,1983,Chile,-,-
Suco de uva,1983,China,-,-
Suco de uva,1983,Dinamarca,-,-
Suco de uva,1983,Espanha,-,-
Suco de uva,1983,Estados Unidos,-,-
Suco de uva,1983,França,-,-
Suco de uva,1983,Guiana,-,-
Suco de uva,1983,Israel,-,-
Suco de uva,1983,itália,-,-
Suco de uva,1983,Japão,-,-
Suco de uva,1983,Líbano,-,-
Suco de uva,1983,México,-,-
Suco de uva,1983,Países Baixos,-,-
Suco de uva,1983,Panamá,-,-
Suco de uva,1983,Peru,-,-
Suco de uva,1983,Portugal,-,-
Suco de uva,1983,Reino Unido,-,-
Suco de uva,1983,Taiwan,-,-
Suco de uva,1983,Turquia,-,-
Suco de uva,1983,Uruguai,-,-
Suco de uva,1983,Venezuela,-,-
Suco de uva,1983,Outros,-,-
Suco de uva,1983,Total,0,0
Suco de uva,1984,Africa do Sul,-,-
Suco de uva,1984,Alemanha,-,-
Suco de uva,1984,Argentina,-,-
Suco de uva,1984,Austria,-,-
Suco de uva,1984,Canadá,-,-
Suco de uva,1984,"Coreia do Sul, República",-,-
Suco de uva,1984,"Coreia do Norte, República",-,-
Suco de uva,1984,Chile,-,-
Suco de uva,1984,China,-,-
Suco de uva,1984,Dinamarca,-,-
Suco de uva,1984,Espanha,-,-
Suco de uva,1984,Estados Unidos,-,-
Suco de uva,1984,França,-,-
Suco de uva,1984,Guiana,-,-
Suco de uva,1984,Israel,-,-
Suco de uva,1984,itália,-,-
Suco de uva,1984,Japão,-,-
Suco de uva,1984,Líbano,-,-
Suco de uva,1984,México,-,-
Suco de uva,1984,Países Baixos,-,-
Suco de uva,1984,Panamá,-,-
Suco de uva,1984,Peru,-,-
Suco de uva,1984,Portugal,-,-
Suco de uva,1984,Reino Unido,-,-
Suco de uva,1984,Taiwan,-,-
Suco de uva,1984,Turquia,-,-
Suco de uva,1984,Uruguai,-,-
Suco de uva,1984,Venezuela,-,-
Suco de uva,1984,Outros,-,-
Suco de uva,1984,Total,0,0
Suco de uva,1985,Africa do Sul,-,-
Suco de uva,1985,Alemanha,-,-
Suco de uva,1985,Argentina,-,-
Suco de uva,1985,Austria,-,-
Suco de uva,1985,Canadá,-,-
Suco de uva,1985,"Coreia do Sul, República",-,-
Suco de uva,1985,"Coreia do Norte, República",-,-
Suco de uva,1985,Chile,-,-
Suco de uva,1985,China,-,-
Suco de uva,1985,Dinamarca,-,-
Suco de uva,1985,Espanha,-,-
Suco de uva,1985,Estados Unidos,-,-
Suco de uva,1985,França,-,-
Suco de uva,1985,Guiana,-,-
Suco de uva,1985,Israel,-,-
Suco de uva,1985,itália,-,-
Suco de uva,1985,Japão,-,-
Suco de uva,1985,Líbano,-,-
Suco de uva,1985,México,-,-
Suco de uva,1985,Países Baixos,-,-
Suco de uva,1985,Panamá,-,-
Suco de uva,1985,Peru,-,-
Suco de uva,1985,Portugal,-,-
Suco de uva,1985,Reino Unido,-,-
Suco de uva,1985,Taiwan,-,-
Suco de uva,1985,Turquia,-,-
Suco de uva,1985,Uruguai,-,-
Suco de uva,1985,Venezuela,-,-
Suco de uva,1985,Outros,-,-
Suco de uva,1985,Total,0,0
Suco de uva,1986,Africa do Sul,-,-
Suco de uva,1986,Alemanha,-,-
Suco de uva,1986,Argentina,1.575.080,713.219
Suco de uva,1986,Austria,-,-
Suco de uva,1986,Canadá,-,-
Suco de uva,1986,"Coreia do Sul, República",-,-
Suco de uva,1986,"Coreia do Norte, República",-,-
Suco de uva,1986,Chile,-,-
Suco de uva,1986,China,-,-
Suco de uva,1986,Dinamarca,-,-
Suco de uva,1986,Espanha,-,-
Suco de uva,1986,Estados Unidos,-,-
Suco de uva,1986,França,-,-
Suco de uva,1986,Guiana,-,-
Suco de uva,1986,Israel,-,-
Suco de uva,1986,itália,-,-
Suco de uva,1986,Japão,-,-
Suco de uva,1986,Líbano,-,-
Suco de uva,1986,México,-,-
Suco de uva,1986,Países Baixos,-,-
Suco de uva,1986,Panamá,-,-
Suco de uva,1986,Peru,-,-
Suco de uva,1986,Portugal,-,-
Suco de uva,1986,Reino Unido,-,-
Suco de uva,1986,Taiwan,-,-
Suco de uva,1986,Turquia,-,-
Suco de uva,1986,Uruguai,-,-
Suco de uva,1986,Venezuela,-,-
Suco de uva,1986,Outros,-,-
Suco de uva,1986,Total,1.575.080,713.219
Suco de uva,1987,Africa do Sul,-,-
Suco de uva,1987,Alemanha,-,-
Suco de uva,1987,Argentina,2.452.094,3.673.253
Suco de uva,1987,Austria,-,-
Suco de uva,1987,Canadá,-,-
Suco de uva,1987,"Coreia do Sul, República",-,-
Suco de uva,1987,"Coreia do Norte, República",-,-
Suco de uva,1987,Chile,-,-
Suco de uva,1987,China,-,-
Suco de uva,1987,Dinamarca,-,-
Suco de uva,1987,Espanha,-,-
Suco de uva,1987,Estados Unidos,954,3.280
Suco de uva,1987,França,-,-
Suco de uva,1987,Guiana,-,-
Suco de uva,1987,Israel,-,-
Suco de uva,1987,itália,-,-
Suco de uva,1987,Japão,-,-
Suco de uva,1987,Líbano,-,-
Suco de uva,1987,México,-,-
Suco de uva,1987,Países Baixos,-,-
Suco de uva,1987,Panamá,-,-
Suco de uva,1987,Peru,-,-
Suco de uva,1987,Portugal,-,-
Suco de uva,1987,Reino Unido,-,-
Suco de uva,1987,Taiwan,-,-
Suco de uva,1987,Turquia,-,-
Suco de uva,1987,Uruguai,-,-
Suco de uva,1987,Venezuela,-,-
Suco de uva,1987,Outros,-,-
Suco de uva,1987,Total,2.453.048,3.676.533
Suco de uva,1988,Africa do Sul,-,-
Suco de uva,1988,Alemanha,-,-
Suco de uva,1988,Argentina,224.130,163.512
Suco de uva,1988,Austria,-,-
Suco de uva,1988,Canadá,30,233
Suco de uva,1988,"Coreia do Sul, República",-,-
Suco de uva,1988,"Coreia do Norte, República",-,-
Suco de uva,1988,Chile,-,-
Suco de uva,1988,China,-,-
Suco de uva,1988,Dinamarca,-,-
Suco de uva,1988,Espanha,-,-
Suco de uva,1988,Estados Unidos,-,-
Suco de uva,1988,França,-,-
Suco de uva,1988,Guiana,-,-
Suco de uva,1988,Israel,234,240
Suco de uva,1988,itália,-,-
Suco de uva,1988,Japão,-,-
Suco de uva,1988,Líbano,-,-
Suco de uva,1988,México,-,-
Suco de uva,1988,Países Baixos,-,-
Suco de uva,1988,Panamá,-,-
Suco de uva,1988,Peru,-,-
Suco de uva,1988,Portugal,-,-
Suco de uva,1988,Reino Unido,-,-
Suco de uva,1988,Taiwan,-,-
Suco de uva,1988,Turquia,-,-
Suco de uva,1988,Uruguai,-,-
Suco de uva,1988,Venezuela,-,-
Suco de uva,1988,Outros,-,-
Suco de uva,1988,Total,224.394,163.985
Suco de uva,1989,Africa do Sul,-,-
Suco de uva,1989,Alemanha,-,-
Suco de uva,1989,Argentina,1.901.597,1.339.369
Suco de uva,1989,Austria,-,-
Suco de uva,1989,Canadá,-,-
Suco de uva,1989,"Coreia do Sul, República",-,-
Suco de uva,1989,"Coreia do Norte, República",-,-
Suco de uva,1989,Chile,-,-
Suco de uva,1989,China,-,-
Suco de uva,1989,Dinamarca,-,-
Suco de uva,1989,Espanha,-,-
Suco de uva,1989,Estados Unidos,1.958,2.350
Suco de uva,1989,França,-,-
Suco de uva,1989,Guiana,-,-
Suco de uva,1989,Israel,468,480
Suco de uva,1989,itália,-,-
Suco de uva,1989,Japão,-,-
Suco de uva,1989,Líbano,-,-
Suco de uva,1989,México,-,-
Suco de uva,1989,Países Baixos,-,-
Suco de uva,1989,Panamá,-,-
Suco de uva,1989,Peru,-,-
Suco de uva,1989,Portugal,-,-
Suco de uva,1989,Reino Unido,-,-
Suco de uva,1989,Taiwan,-,-
Suco de uva,1989,Turquia,-,-
Suco de uva,1989,Uruguai,-,-
Suco de uva,1989,Venezuela,-,-
Suco de uva,1989,Outros,-,-
Suco de uva,1989,Total,1.904.023,1.342.199
Suco de uva,1990,Africa do Sul,-,-
Suco de uva,1990,Alemanha,-,-
Suco de uva,1990,Argentina,1.875.689,1.367.706
Suco de uva,1990,Austria,-,-
Suco de uva,1990,Canadá,-,-
Suco de uva,1990,"Coreia do Sul, República",-,-
Suco de uva,1990,"Coreia do Norte, República",-,-
Suco de uva,1990,Chile,100.000,79.000
Suco de uva,1990,China,-,-
Suco de uva,1990,Dinamarca,-,-
Suco de uva,1990,Espanha,-,-
Suco de uva,1990,Estados Unidos,-,-
Suco de uva,1990,França,-,-
Suco de uva,1990,Guiana,-,-
Suco de uva,1990,Israel,-,-
Suco de uva,1990,itália,-,-
Suco de uva,1990,Japão,-,-
Suco de uva,1990,Líbano,455,819
Suco de uva,1990,México,-,-
Suco de uva,1990,Países Baixos,-,-
Suco de uva,1990,Panamá,-,-
Suco de uva,1990,Peru,-,-
Suco de uva,1990,Portugal,-,-
Suco de uva,1990,Reino Unido,-,-
Suco de uva,1990,Taiwan,-,-
Suco de uva,1990,Turquia,-,-
Suco de uva,1990,Uruguai,-,-
Suco de uva,1990,Venezuela,-,-
Suco de uva,1990,Outros,-,-
Suco de uva,1990,Total,1.976.144,1.447.525
Suco de uva,1991,Africa do Sul,-,-
Suco de uva,1991,Alemanha,-,-
Suco de uva,1991,Argentina,506.860,499.644
Suco de uva,1991,Austria,-,-
Suco de uva,1991,Canadá,-,-
Suco de uva,1991,"Coreia do Sul, República",-,-
Suco de uva,1991,"Coreia do Norte, República",-,-
Suco de uva,1991,Chile,100.000,82.500
Suco de uva,1991,China,-,-
Suco de uva,1991,Dinamarca,-,-
Suco de uva,1991,Espanha,-,-
Suco de uva,1991,Estados Unidos,12.543,11.798
Suco de uva,1991,França,-,-
Suco de uva,1991,Guiana,-,-
Suco de uva,1991,Israel,421,643
Suco de uva,1991,itália,-,-
Suco de uva,1991,Japão,-,-
Suco de uva,1991,Líbano,-,-
Suco de uva,1991,México,-,-
Suco de uva,1991,Países Baixos,-,-
Suco de uva,1991,Panamá,-,-
Suco de uva,1991,Peru,-,-
Suco de uva,1991,Portugal,-,-
Suco de uva,1991,Reino Unido,-,-
Suco de uva,1991,Taiwan,-,-
Suco de uva,1991,Turquia,-,-
Suco de uva,1991,Uruguai,-,-
Suco de uva,1991,Venezuela,-,-
Suco de uva,1991,Outros,-,-
Suco de uva,1991,Total,619.824,594.585
Suco de uva,1992,Africa do Sul,-,-
Suco de uva,1992,Alemanha,1.170,2.497
Suco de uva,1992,Argentina,10.200,6.800
Suco de uva,1992,Austria,-,-
Suco de uva,1992,Canadá,-,-
Suco de uva,1992,"Coreia do Sul, República",-,-
Suco de uva,1992,"Coreia do Norte, República",-,-
Suco de uva,1992,Chile,-,-
Suco de uva,1992,China,-,-
Suco de uva,1992,Dinamarca,-,-
